Customer,Satisfaction_Overall,Satisfaction_Quality,Satisfaction_Speed,Order_Accurate,Total_Score,Avg_Score,Category_of_Satisfaction
5506,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5507,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
5508,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5509,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
5510,2.0,3.0,3.0,0,8.0,2.6666666666666665,Satisfied
5511,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5512,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
5513,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
5514,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
5515,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
5516,3.0,3.0,3.0,1,9.0,3.0,Neutral
5517,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5518,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5519,5.0,2.0,2.0,0,9.0,3.0,Neutral
5520,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
5521,1.0,5.0,5.0,0,11.0,3.6666666666666665,Satisfied
5522,5.0,2.0,2.0,1,9.0,3.0,Neutral
5523,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5524,3.0,3.0,3.0,0,9.0,3.0,Neutral
5525,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
5526,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5527,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
5528,5.0,2.0,2.0,1,9.0,3.0,Neutral
5529,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
5530,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
5531,1.0,4.0,4.0,1,9.0,3.0,Neutral
5532,3.0,3.0,3.0,1,9.0,3.0,Neutral
5533,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5534,3.0,3.0,3.0,1,9.0,3.0,Neutral
5535,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
5536,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5537,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
5538,3.0,2.0,2.0,0,7.0,2.3333333333333335,Satisfied
5539,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5540,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5541,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5542,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
5543,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5544,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
5545,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
5546,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5547,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
5548,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5549,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
5550,2.0,3.0,3.0,0,8.0,2.6666666666666665,Satisfied
5551,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5552,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
5553,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
5554,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
5555,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
5556,3.0,3.0,3.0,1,9.0,3.0,Neutral
5557,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5558,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5559,5.0,2.0,2.0,0,9.0,3.0,Neutral
5560,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
5561,1.0,5.0,5.0,0,11.0,3.6666666666666665,Satisfied
5562,5.0,2.0,2.0,1,9.0,3.0,Neutral
5563,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5564,3.0,3.0,3.0,0,9.0,3.0,Neutral
5565,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
5566,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5567,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
5568,5.0,2.0,2.0,1,9.0,3.0,Neutral
5569,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
5570,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
5571,1.0,4.0,4.0,1,9.0,3.0,Neutral
5572,3.0,3.0,3.0,1,9.0,3.0,Neutral
5573,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5574,3.0,3.0,3.0,1,9.0,3.0,Neutral
5575,5.0,1.0,1.0,1,7.0,2.3333333333333335,Satisfied
5576,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5577,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
5578,3.0,2.0,2.0,0,7.0,2.3333333333333335,Satisfied
5579,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5580,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5581,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5582,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
5583,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5584,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
5585,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
5586,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5587,1.0,2.0,2.0,1,5.0,1.6666666666666667,Not satisfied
5588,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5589,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
5590,2.0,3.0,3.0,0,8.0,2.6666666666666665,Satisfied
5591,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5592,4.0,3.0,3.0,1,10.0,3.3333333333333335,Satisfied
5593,4.0,5.0,5.0,1,14.0,4.666666666666667,Satisfied
5594,3.0,2.0,2.0,1,7.0,2.3333333333333335,Satisfied
5595,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
5596,3.0,3.0,3.0,1,9.0,3.0,Neutral
5597,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5598,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5599,5.0,2.0,2.0,0,9.0,3.0,Neutral
5600,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
5601,1.0,5.0,5.0,0,11.0,3.6666666666666665,Satisfied
5602,5.0,2.0,2.0,1,9.0,3.0,Neutral
5603,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5604,3.0,3.0,3.0,0,9.0,3.0,Neutral
5606,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5607,3.0,3.0,3.0,1,9.0,3.0,Neutral
5608,4.0,2.0,2.0,1,8.0,2.6666666666666665,Satisfied
5609,5.0,2.0,2.0,0,9.0,3.0,Neutral
5610,2.0,4.0,4.0,1,10.0,3.3333333333333335,Satisfied
5611,5.0,4.0,4.0,1,13.0,4.333333333333333,Satisfied
5612,1.0,3.0,3.0,1,7.0,2.3333333333333335,Satisfied
5613,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
5614,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
5615,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
5616,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5617,2.0,5.0,5.0,1,12.0,4.0,Satisfied
5618,4.0,2.0,2.0,0,8.0,2.6666666666666665,Satisfied
5619,3.0,1.0,1.0,1,5.0,1.6666666666666667,Not satisfied
5620,1.0,5.0,5.0,1,11.0,3.6666666666666665,Satisfied
5621,5.0,2.0,2.0,1,9.0,3.0,Neutral
5622,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
5637,3.0,5.0,4.0,1,12.0,4.0,Satisfied
5638,1.0,3.0,5.0,1,9.0,3.0,Neutral
5639,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
5640,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5641,2.0,2.0,1.0,0,5.0,1.6666666666666667,Not satisfied
5642,1.0,5.0,3.0,1,9.0,3.0,Neutral
5643,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
5644,2.0,3.0,3.0,0,8.0,2.6666666666666665,Satisfied
5645,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5646,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
5647,3.0,5.0,4.0,1,12.0,4.0,Satisfied
5648,4.0,2.0,3.0,1,9.0,3.0,Neutral
5649,5.0,4.0,1.0,0,10.0,3.3333333333333335,Satisfied
5650,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
5651,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
5652,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
5653,3.0,2.0,5.0,0,10.0,3.3333333333333335,Satisfied
5654,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
5655,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5656,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
5657,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
5658,4.0,3.0,5.0,0,12.0,4.0,Satisfied
5659,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
5660,1.0,5.0,2.0,1,8.0,2.6666666666666665,Satisfied
5661,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
5662,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
5663,4.0,2.0,4.0,0,10.0,3.3333333333333335,Satisfied
5664,5.0,4.0,3.0,1,12.0,4.0,Satisfied
5665,2.0,4.0,5.0,1,11.0,3.6666666666666665,Satisfied
5666,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
5667,3.0,5.0,1.0,1,9.0,3.0,Neutral
5668,1.0,3.0,5.0,1,9.0,3.0,Neutral
5669,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
5670,3.0,5.0,2.0,0,10.0,3.3333333333333335,Satisfied
5671,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
5672,2.0,2.0,5.0,1,9.0,3.0,Neutral
5673,4.0,1.0,2.0,1,7.0,2.3333333333333335,Satisfied
5674,4.0,5.0,3.0,1,12.0,4.0,Satisfied
5675,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
5676,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
5677,3.0,5.0,4.0,1,12.0,4.0,Satisfied
5678,1.0,3.0,5.0,1,9.0,3.0,Neutral
5679,5.0,4.0,2.0,0,11.0,3.6666666666666665,Satisfied
5680,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5681,2.0,2.0,1.0,0,5.0,1.6666666666666667,Not satisfied
5682,1.0,5.0,3.0,1,9.0,3.0,Neutral
5683,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
5684,2.0,3.0,3.0,0,8.0,2.6666666666666665,Satisfied
5685,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5686,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
5687,3.0,5.0,4.0,1,12.0,4.0,Satisfied
5688,4.0,2.0,3.0,1,9.0,3.0,Neutral
5689,5.0,4.0,1.0,0,10.0,3.3333333333333335,Satisfied
5690,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
5691,5.0,1.0,2.0,1,8.0,2.6666666666666665,Satisfied
5692,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
5693,3.0,2.0,5.0,0,10.0,3.3333333333333335,Satisfied
5694,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
5695,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5696,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
5697,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
5698,4.0,3.0,5.0,0,12.0,4.0,Satisfied
5699,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
5700,1.0,5.0,2.0,1,8.0,2.6666666666666665,Satisfied
5701,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
5702,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
5703,4.0,2.0,4.0,0,10.0,3.3333333333333335,Satisfied
5704,5.0,4.0,3.0,1,12.0,4.0,Satisfied
5705,2.0,4.0,5.0,1,11.0,3.6666666666666665,Satisfied
5706,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
5707,3.0,5.0,1.0,1,9.0,3.0,Neutral
5708,1.0,3.0,5.0,1,9.0,3.0,Neutral
5709,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
5710,3.0,5.0,2.0,0,10.0,3.3333333333333335,Satisfied
5711,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
5714,4.0,5.0,3.0,1,12.0,4.0,Satisfied
5715,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
5716,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
5717,3.0,5.0,4.0,1,12.0,4.0,Satisfied
5718,1.0,3.0,5.0,1,9.0,3.0,Neutral
5719,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
5720,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5721,2.0,2.0,1.0,0,5.0,1.6666666666666667,Not satisfied
5722,1.0,5.0,3.0,1,9.0,3.0,Neutral
5723,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
5724,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
5725,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5726,5.0,3.0,2.0,0,10.0,3.3333333333333335,Satisfied
5727,3.0,5.0,4.0,1,12.0,4.0,Satisfied
5728,4.0,2.0,3.0,1,9.0,3.0,Neutral
5729,5.0,4.0,1.0,1,10.0,3.3333333333333335,Satisfied
5730,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
5731,5.0,1.0,2.0,0,8.0,2.6666666666666665,Satisfied
5732,1.0,5.0,4.0,1,10.0,3.3333333333333335,Satisfied
5733,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
5734,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
5735,3.0,5.0,5.0,0,13.0,4.333333333333333,Satisfied
5736,5.0,2.0,3.0,1,10.0,3.3333333333333335,Satisfied
5737,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
5738,4.0,3.0,5.0,1,12.0,4.0,Satisfied
5739,3.0,1.0,3.0,1,7.0,2.3333333333333335,Satisfied
5740,1.0,5.0,2.0,0,8.0,2.6666666666666665,Satisfied
5741,5.0,3.0,2.0,1,10.0,3.3333333333333335,Satisfied
5742,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
5743,4.0,2.0,4.0,1,10.0,3.3333333333333335,Satisfied
5744,5.0,4.0,3.0,1,12.0,4.0,Satisfied
5745,2.0,4.0,5.0,0,11.0,3.6666666666666665,Satisfied
5746,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
5747,3.0,5.0,1.0,1,9.0,3.0,Neutral
5748,1.0,3.0,5.0,1,9.0,3.0,Neutral
5749,5.0,1.0,5.0,1,11.0,3.6666666666666665,Satisfied
5750,3.0,5.0,2.0,1,10.0,3.3333333333333335,Satisfied
5751,2.0,5.0,1.0,1,8.0,2.6666666666666665,Satisfied
5752,2.0,2.0,5.0,0,9.0,3.0,Neutral
5753,4.0,1.0,2.0,1,7.0,2.3333333333333335,Satisfied
5754,4.0,5.0,3.0,1,12.0,4.0,Satisfied
5755,3.0,2.0,5.0,1,10.0,3.3333333333333335,Satisfied
5756,5.0,3.0,3.0,1,11.0,3.6666666666666665,Satisfied
5757,3.0,5.0,4.0,1,12.0,4.0,Satisfied
5758,1.0,3.0,5.0,1,9.0,3.0,Neutral
5759,5.0,4.0,2.0,1,11.0,3.6666666666666665,Satisfied
5760,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5761,2.0,2.0,1.0,0,5.0,1.6666666666666667,Not satisfied
5762,1.0,5.0,3.0,1,9.0,3.0,Neutral
5763,5.0,1.0,5.0,0,11.0,3.6666666666666665,Satisfied
5764,2.0,3.0,3.0,1,8.0,2.6666666666666665,Satisfied
5765,3.0,5.0,5.0,1,13.0,4.333333333333333,Satisfied
5767,5.0,5.0,4.0,1,14.0,4.666666666666667,Satisfied
5768,3.0,2.0,3.0,1,8.0,2.6666666666666665,Satisfied
5769,4.0,4.0,1.0,1,9.0,3.0,Neutral
5770,5.0,3.0,5.0,1,13.0,4.333333333333333,Satisfied
5771,2.0,1.0,2.0,0,5.0,1.6666666666666667,Not satisfied
5772,5.0,5.0,4.0,1,14.0,4.666666666666667,Satisfied
5773,1.0,2.0,5.0,1,8.0,2.6666666666666665,Satisfied
5774,3.0,4.0,2.0,1,9.0,3.0,Neutral
5775,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5776,3.0,2.0,3.0,1,8.0,2.6666666666666665,Satisfied
5777,5.0,5.0,1.0,1,11.0,3.6666666666666665,Satisfied
5778,2.0,3.0,5.0,1,10.0,3.3333333333333335,Satisfied
5779,4.0,1.0,3.0,1,8.0,2.6666666666666665,Satisfied
5780,3.0,5.0,2.0,0,10.0,3.3333333333333335,Satisfied
5781,1.0,3.0,2.0,1,6.0,2.0,Not satisfied
5782,5.0,2.0,4.0,1,11.0,3.6666666666666665,Satisfied
5783,2.0,2.0,4.0,1,8.0,2.6666666666666665,Satisfied
5784,4.0,4.0,3.0,1,11.0,3.6666666666666665,Satisfied
5785,5.0,4.0,5.0,0,14.0,4.666666666666667,Satisfied
5786,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5787,3.0,3.0,3.0,1,9.0,3.0,Neutral
5788,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5789,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5790,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5791,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5792,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5793,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5794,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5795,3.0,3.0,3.0,1,9.0,3.0,Neutral
5796,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5797,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5798,3.0,3.0,3.0,1,9.0,3.0,Neutral
5799,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5800,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5801,4.0,4.0,4.0,0,12.0,4.0,Satisfied
5802,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5803,3.0,3.0,3.0,0,9.0,3.0,Neutral
5804,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5805,3.0,3.0,3.0,1,9.0,3.0,Neutral
5806,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
5807,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5808,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5809,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5810,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5811,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5812,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5813,3.0,3.0,3.0,1,9.0,3.0,Neutral
5814,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5815,3.0,3.0,3.0,0,9.0,3.0,Neutral
5816,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5817,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5818,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5819,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5820,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
5821,3.0,3.0,3.0,1,9.0,3.0,Neutral
5822,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5823,3.0,3.0,3.0,1,9.0,3.0,Neutral
5824,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5825,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
5826,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5827,3.0,3.0,3.0,1,9.0,3.0,Neutral
5828,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5829,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5830,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5831,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5832,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5833,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5834,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5835,3.0,3.0,3.0,1,9.0,3.0,Neutral
5836,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5837,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5838,3.0,3.0,3.0,1,9.0,3.0,Neutral
5839,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5840,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5841,4.0,4.0,4.0,0,12.0,4.0,Satisfied
5842,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5843,3.0,3.0,3.0,0,9.0,3.0,Neutral
5844,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5845,3.0,3.0,3.0,1,9.0,3.0,Neutral
5846,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
5847,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5848,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5849,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5850,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5851,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5852,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5853,3.0,3.0,3.0,1,9.0,3.0,Neutral
5854,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5855,3.0,3.0,3.0,0,9.0,3.0,Neutral
5856,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5857,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5858,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5859,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5860,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
5861,3.0,3.0,3.0,1,9.0,3.0,Neutral
5862,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5863,3.0,3.0,3.0,1,9.0,3.0,Neutral
5864,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5865,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
5866,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5867,3.0,3.0,3.0,1,9.0,3.0,Neutral
5868,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5869,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5870,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5871,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5872,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5873,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5874,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5875,3.0,3.0,3.0,1,9.0,3.0,Neutral
5876,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5877,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5878,3.0,3.0,3.0,1,9.0,3.0,Neutral
5879,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5880,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5881,4.0,4.0,4.0,0,12.0,4.0,Satisfied
5882,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5883,3.0,3.0,3.0,0,9.0,3.0,Neutral
5884,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5885,3.0,3.0,3.0,1,9.0,3.0,Neutral
5886,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
5887,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5888,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5889,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5890,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5891,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5892,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5893,3.0,3.0,3.0,1,9.0,3.0,Neutral
5894,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5895,3.0,3.0,3.0,0,9.0,3.0,Neutral
5896,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5897,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5898,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5899,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5900,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
5901,3.0,3.0,3.0,1,9.0,3.0,Neutral
5902,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5903,3.0,3.0,3.0,1,9.0,3.0,Neutral
5904,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5905,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
5906,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5907,3.0,3.0,3.0,1,9.0,3.0,Neutral
5908,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5909,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5910,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5911,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5912,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5913,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5914,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5915,3.0,3.0,3.0,1,9.0,3.0,Neutral
5916,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5917,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5918,3.0,3.0,3.0,1,9.0,3.0,Neutral
5919,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5920,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5921,4.0,4.0,4.0,0,12.0,4.0,Satisfied
5922,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5923,3.0,3.0,3.0,0,9.0,3.0,Neutral
5924,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5925,3.0,3.0,3.0,1,9.0,3.0,Neutral
5926,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
5927,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5928,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5929,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5930,1.0,1.0,1.0,1,3.0,1.0,Not satisfied
5931,5.0,5.0,5.0,0,15.0,5.0,Satisfied
5932,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5933,3.0,3.0,3.0,1,9.0,3.0,Neutral
5934,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5935,3.0,3.0,3.0,0,9.0,3.0,Neutral
5936,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5937,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5938,2.0,2.0,2.0,1,6.0,2.0,Not satisfied
5939,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5940,1.0,1.0,1.0,0,3.0,1.0,Not satisfied
5941,3.0,3.0,3.0,1,9.0,3.0,Neutral
5942,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5943,3.0,3.0,3.0,1,9.0,3.0,Neutral
5944,5.0,5.0,5.0,1,15.0,5.0,Satisfied
5945,2.0,2.0,2.0,0,6.0,2.0,Not satisfied
5946,4.0,4.0,4.0,1,12.0,4.0,Satisfied
5947,3.0,3.0,3.0,1,9.0,3.0,Neutral
